,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
2663,Hostel,Private room,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,49,1.0,377.00,0.00,1
2664,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,3,1.0,1201.00,0.00,1
2665,Apartment,Entire home/apt,Real Bed,7,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,4.0,13,1.5,86.00,0.00,1
2666,House,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,6,5.0,5.0,0,2.0,425.00,0.00,1
2667,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,3.0,15,2.0,120.00,0.00,1
2668,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,14,1.0,35.00,0.00,1
2669,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,53,1.0,57.00,0.00,1
2670,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,29,1.0,95.00,0.00,1
2671,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,0,1.0,127.00,0.00,1
2672,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,37,1.0,59.00,10.00,2
2673,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,0,1.0,377.00,93.00,1
2674,Loft,Private room,Real Bed,1,7,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,2.0,0,1.0,69.00,40.00,1
2675,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,3,1.0,50.00,0.00,1
2676,Apartment,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,22,1.0,64.00,30.00,2
2677,Apartment,Entire home/apt,Real Bed,14,45,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,6,3.0,4.0,1,2.0,118.00,0.00,1
2678,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,7,3.0,5.0,13,2.0,80.00,20.00,3
2679,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,1.0,40.00,0.00,2
2680,Serviced apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,4.0,29,1.0,115.00,15.00,2
2681,Guesthouse,Entire home/apt,Real Bed,1,90,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,12,1.0,85.00,0.00,1
2682,Apartment,Entire home/apt,Real Bed,14,30,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,5,1.0,56.00,0.00,1
2683,Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,23,1.0,47.00,0.00,1
2684,Apartment,Shared room,Real Bed,1,120,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,3.0,0,1.0,95.00,53.00,3
2685,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,12,2.0,7.0,11,1.0,1978.00,180.00,4
2686,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,6,2.0,2.0,36,1.0,264.00,48.00,1
2687,Apartment,Entire home/apt,Real Bed,3,10,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,139,1.0,68.00,9.00,1
2688,Condominium,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,1.0,5,1.0,1287.00,280.00,1
2689,Apartment,Entire home/apt,Real Bed,10,35,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,2,1.0,42.00,0.00,1
2690,Aparthotel,Private room,Real Bed,1,365,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,0,1.0,453.00,179.00,1
2691,Condominium,Entire home/apt,Real Bed,1,45,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,28,1.0,157.00,25.00,2
2692,Apartment,Entire home/apt,Real Bed,2,21,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,8,4.0,5.0,0,2.0,200.00,50.00,8
2693,Apartment,Private room,Real Bed,7,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,2.0,20.00,0.00,1
2694,Apartment,Private room,Real Bed,1,90,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,9,1.0,47.00,15.00,2
2695,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,15,2.0,42.00,5.00,2
2696,Apartment,Private room,Real Bed,2,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,2,1.0,105.00,0.00,1
2697,Apartment,Entire home/apt,Real Bed,6,360,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,0.0,1.0,7,1.0,89.00,22.00,1
2698,Apartment,Entire home/apt,Real Bed,2,1124,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,15,1.0,50.00,0.00,2
2699,Apartment,Private room,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,283.00,0.00,1
2700,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,7,2.0,3.0,17,1.0,950.00,100.00,4
2701,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,0,1.0,50.00,0.00,1
2702,Apartment,Entire home/apt,Real Bed,32,364,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,2,1.0,45.00,0.00,1
2703,Apartment,Entire home/apt,Real Bed,2,1124,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,26,1.0,108.00,50.00,2
2704,Boutique hotel,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,142.00,0.00,1
2705,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,0.0,2.0,4,1.0,65.00,0.00,1
2706,Apartment,Entire home/apt,Real Bed,1,31,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,1.0,4.0,51,1.0,199.00,15.00,2
2707,Apartment,Private room,Real Bed,2,30,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,1,1.0,101.00,100.00,1
2708,House,Entire home/apt,Real Bed,7,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,6,3.0,3.0,0,2.0,750.00,0.00,1
2709,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,2.0,2.0,20,1.0,221.00,36.00,1
2710,Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,19,1.0,125.00,0.00,2
2711,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,2,1.5,200.00,0.00,1
2712,Apartment,Private room,Real Bed,1,30,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,40,1.0,259.00,0.00,1
2713,House,Entire home/apt,Real Bed,4,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,6,3.0,3.0,0,1.0,284.00,0.00,1
2714,Apartment,Entire home/apt,Real Bed,32,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,0,1.0,60.00,0.00,2
2715,Condominium,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,49,1.0,110.00,0.00,1
2716,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,16,1.5,950.00,0.00,1
2717,Apartment,Entire home/apt,Real Bed,2,60,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,46,1.0,542.00,100.00,2
2718,Apartment,Entire home/apt,Real Bed,3,1123,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,1,1.0,151.00,50.00,2
2719,House,Private room,Real Bed,1,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,1,1.0,45.00,0.00,1
2720,Apartment,Entire home/apt,Real Bed,2,10,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,1.0,3,1.0,1083.00,300.00,2
2721,Hotel,Private room,Real Bed,1,29,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,5,2.0,4.0,21,2.0,654.00,60.00,5
2722,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,3,1.0,2.0,22,1.0,150.00,14.00,2
2723,Apartment,Entire home/apt,Real Bed,1,28,super_strict_30,2019-03-08 05:00:00,2019-03-08 05:00:00,3,2.0,2.0,2,1.0,71.00,0.00,3
2724,House,Shared room,Real Bed,1,22,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,4.0,16,2.0,12.00,12.00,1
2725,House,Private room,Real Bed,2,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,2,1.0,55.00,0.00,1
2726,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,3,2.0,3.0,1,1.0,95.00,0.00,1
2727,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,4.0,5,2.0,100.00,10.00,4
2728,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,12,1.0,377.00,0.00,1
2729,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,3,1.0,161.00,0.00,3
2730,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,5,2.0,3.0,14,1.0,120.00,20.00,2
2731,Apartment,Private room,Real Bed,2,30,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,52,1.0,793.00,100.00,4
2732,Apartment,Private room,Real Bed,5,27,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,2,1.0,50.00,0.00,1
2733,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,6,1.0,45.00,0.00,1
2734,House,Private room,Real Bed,7,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,0,1.0,65.00,0.00,1
2735,Apartment,Entire home/apt,Real Bed,15,30,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,4,2.0,101.00,0.00,1
2736,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,20.00,0.00,1
2737,Apartment,Entire home/apt,Real Bed,2,90,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,64,1.0,89.00,10.00,2
2738,Apartment,Entire home/apt,Real Bed,10,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,3.0,1,2.5,500.00,0.00,1
2739,Apartment,Entire home/apt,Real Bed,2,30,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,13,1.0,85.00,20.00,1
2740,Apartment,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,84,1.0,550.00,0.00,1
2741,Serviced apartment,Entire home/apt,Real Bed,90,365,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,84.00,0.00,1
2742,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,4,1.0,200.00,10.00,1
2743,Apartment,Entire home/apt,Real Bed,32,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,3,1.0,1.0,0,1.0,80.00,0.00,3
2744,Boutique hotel,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,5,2.0,4.0,0,1.0,833.00,0.00,1
2745,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,2.0,2.0,5,1.0,170.00,25.00,4
2746,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,400.00,0.00,1
2747,Hostel,Private room,Real Bed,1,30,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,0,1.0,60.00,0.00,1
2748,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,2.0,56,1.0,45.00,0.00,1
2749,House,Private room,Real Bed,32,184,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,2.0,0,2.0,46.00,0.00,1
2750,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,43,1.5,127.00,60.00,1
2751,Serviced apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,3.0,0,2.0,160.00,0.00,1
2752,Condominium,Entire home/apt,Real Bed,4,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,6,3.0,3.0,0,2.0,1303.00,0.00,1
2753,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,6,1.0,50.00,0.00,1
2754,Serviced apartment,Private room,Real Bed,60,90,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,5,2.0,17.00,5.00,1
2755,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,1,1.0,424.00,0.00,1
2756,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,3.0,2,1.0,70.00,20.00,2
2757,Hotel,Private room,Real Bed,1,90,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,2,1.0,7203.00,0.00,1
2758,Apartment,Entire home/apt,Real Bed,1,2,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,39,1.0,25.00,0.00,1
2759,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,1.0,2,1.0,58.00,0.00,1
2760,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,4.0,3,2.0,120.00,0.00,1
2761,House,Private room,Real Bed,3,14,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,16,1.0,70.00,0.00,1
2762,Apartment,Entire home/apt,Real Bed,4,180,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,5,3.0,3.0,1,3.5,250.00,60.00,4
2763,Apartment,Entire home/apt,Real Bed,2,150,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,10,1.0,32.00,5.00,3
2764,Townhouse,Private room,Real Bed,1,14,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,35,1.0,70.00,0.00,1
2765,Other,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,5,0.0,2.0,30,1.0,99.00,50.00,1
2766,Loft,Entire home/apt,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,3,1.0,70.00,0.00,2
2767,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,3,1.0,250.00,0.00,1
2768,House,Private room,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,3.0,28,1.0,30.00,0.00,1
2769,Apartment,Private room,Real Bed,1,60,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,1,1.0,1.0,0,1.0,104.00,80.00,1
2770,Apartment,Entire home/apt,Real Bed,5,14,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,9,1.0,699.00,0.00,1
2771,House,Entire home/apt,Real Bed,31,180,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,16,1.0,150.00,0.00,4
2772,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,3.0,53,1.0,68.00,35.00,2
2773,Loft,Entire home/apt,Real Bed,2,64,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,44,1.0,66.00,21.00,1
2774,Loft,Private room,Real Bed,3,20,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,24,1.5,50.00,0.00,1
2775,Condominium,Private room,Real Bed,1,365,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,11,1.0,424.00,0.00,1
2776,Guesthouse,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,2,1.0,50.00,44.00,1
2777,House,Private room,Real Bed,32,184,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,2.0,35.00,0.00,1
2778,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,72,1.0,353.00,100.00,2
2779,Apartment,Entire home/apt,Real Bed,3,140,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,4,0.0,2.0,6,1.0,59.00,0.00,1
2780,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,2.0,2.0,11,1.0,180.00,0.00,1
2781,Apartment,Private room,Real Bed,1,10,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,22,1.0,295.00,0.00,1
2782,Apartment,Entire home/apt,Real Bed,1,28,super_strict_30,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,2.0,0,1.0,103.00,0.00,4
2783,Apartment,Entire home/apt,Real Bed,4,30,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,0,2.0,151.00,0.00,1
2784,Apartment,Private room,Real Bed,4,11,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,1.0,25.00,0.00,1
2785,Serviced apartment,Private room,Real Bed,2,20,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,79.00,36.00,1
2786,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,1.0,1,1.0,68.00,0.00,1
2787,Serviced apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,3.0,2,1.0,761.00,0.00,1
2788,Apartment,Entire home/apt,Real Bed,2,31,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,4.0,31,1.5,63.00,15.00,4
2789,House,Entire home/apt,Real Bed,5,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,13,7.0,8.0,3,3.0,450.00,20.00,13
2790,House,Entire home/apt,Real Bed,1,28,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,3,1.0,50.00,25.00,2
2791,Boutique hotel,Private room,Real Bed,2,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,3.0,0,1.0,174.00,0.00,1
2792,Apartment,Entire home/apt,Real Bed,2,1124,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,40,1.0,60.00,5.00,2
2793,Apartment,Entire home/apt,Real Bed,32,330,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,1,1.0,49.00,0.00,1
2794,Apartment,Private room,Real Bed,30,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,683.00,0.00,1
2795,Hotel,Private room,Real Bed,1,90,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,1,1.0,228.00,0.00,1
2796,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,6,2.0,3.0,23,1.0,94.00,15.00,4
2797,House,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,4.0,1.0,1,1.0,70.00,30.00,1
2798,Loft,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,0.0,2.0,1,1.0,50.00,0.00,1
2799,Serviced apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,4,1.0,1994.00,0.00,1
2800,Condominium,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,7,3.0,4.0,6,2.0,1515.00,0.00,7
2801,Loft,Entire home/apt,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,2.0,1,1.0,60.00,0.00,2
2802,House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,16,0.0,1.0,0,1.0,1444.00,0.00,1
2803,Apartment,Entire home/apt,Real Bed,32,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,0,1.0,100.00,0.00,2
2804,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,0.0,1.0,1,1.0,548.00,0.00,1
2805,Apartment,Entire home/apt,Real Bed,2,28,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,0,1.0,90.00,0.00,1
2806,Farm stay,Private room,Real Bed,2,9,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,12,1.0,169.00,0.00,1
2807,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,3,1.0,3.0,34,1.5,79.00,0.00,1
2808,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,6,1.0,628.00,100.00,1
2809,Apartment,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,5,2.0,3.0,45,1.0,502.00,100.00,4
2810,Condominium,Entire home/apt,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,1.0,36,1.0,99.00,5.00,2
2811,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,33,1.0,219.00,45.00,2
2812,Condominium,Entire home/apt,Real Bed,1,720,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,3,1.0,1.0,10,1.0,159.00,0.00,1
2813,Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,2.0,49,1.0,68.00,12.00,2
2814,Apartment,Private room,Real Bed,2,7,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,5,2.0,2.0,9,2.0,44.00,10.00,1
2815,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,1.0,2.0,40,1.0,40.00,0.00,1
2816,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,6.0,3,2.0,40.00,15.00,1
2817,Serviced apartment,Entire home/apt,Real Bed,28,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,0,1.0,754.00,0.00,1
2818,House,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,2.0,0,1.0,85.00,0.00,1
2819,Apartment,Entire home/apt,Real Bed,32,1124,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,6,4.0,6.0,0,2.0,50.00,0.00,1
2820,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,3.0,0,1.0,60.00,20.00,1
2821,Condominium,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,0.0,1.0,27,1.0,159.00,25.00,2
2822,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,17,1.0,55.00,0.00,1
2823,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,1,1.0,1.0,0,1.0,58.00,0.00,1
2824,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,2,1.0,45.00,0.00,1
2825,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,8,1.0,35.00,0.00,1
2826,Guest suite,Entire home/apt,Real Bed,2,30,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,4,3.0,3.0,17,1.0,100.00,30.00,3
2827,Other,Entire home/apt,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,29,1.0,85.00,0.00,1
