,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
2828,Apartment,Private room,Real Bed,2,10,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,6,1.0,1.0,0,2.0,316.00,105.00,1
2829,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,2.0,2.0,4,2.0,45.00,0.00,1
2830,Apartment,Private room,Real Bed,2,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,20,1.0,63.00,50.00,1
2831,Apartment,Private room,Real Bed,10,60,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,48.00,0.00,1
2832,House,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,0,1.0,235.00,0.00,1
2833,Apartment,Private room,Real Bed,30,1000,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,76,1.0,98.00,65.00,1
2834,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,51,2.5,246.00,25.00,2
2835,Loft,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,8,1.0,7.0,6,1.0,119.00,45.00,2
2836,Apartment,Entire home/apt,Real Bed,32,330,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,4,2.0,3.0,0,1.0,70.00,0.00,4
2837,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,13,1.0,55.00,10.00,2
2838,Apartment,Private room,Real Bed,2,5,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,64.00,0.00,1
2839,Loft,Entire home/apt,Real Bed,2,28,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,3.0,62,1.0,161.00,20.00,2
2840,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,4,1.0,848.00,0.00,1
2841,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,3,0.0,2.0,36,1.0,45.00,10.00,2
2842,Apartment,Private room,Real Bed,1,1124,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,1.0,2.0,8,3.0,45.00,21.00,1
2843,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,190.00,223.00,2
2844,Apartment,Entire home/apt,Real Bed,2,548,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,2.0,2,1.0,55.00,15.00,2
2845,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,2.0,7,1.0,109.00,15.00,1
2846,House,Private room,Real Bed,7,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,0,1.0,33.00,0.00,1
2847,Apartment,Private room,Real Bed,1,7,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,0,1.0,70.00,0.00,1
2848,Townhouse,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,6,3.0,3.0,2,1.0,451.00,0.00,1
2849,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,1,1.0,1.0,50,1.0,18.00,0.00,1
2850,Apartment,Private room,Real Bed,2,90,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,0,1.0,75.00,10.00,1
2851,Apartment,Private room,Real Bed,1,3,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,72,1.0,20.00,0.00,1
2852,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,16,1.0,55.00,0.00,1
2853,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,4,1.0,2.0,0,1.0,90.00,20.00,2
2854,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,40,1.0,47.00,0.00,1
2855,Apartment,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,26,1.0,989.00,50.00,2
2856,Apartment,Entire home/apt,Real Bed,2,28,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,47,1.0,85.00,0.00,2
2857,Condominium,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,5,2.0,3.0,12,2.0,159.00,50.00,4
2858,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,3.0,8,1.0,200.00,0.00,1
2859,Apartment,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,1.0,0,1.0,168.00,40.00,2
2860,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,8,2.0,4.0,15,2.0,150.00,5.00,4
2861,House,Entire home/apt,Real Bed,3,1124,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,14,4.0,7.0,8,3.5,675.00,0.00,1
2862,Condominium,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,2.0,2.0,1,1.0,301.00,0.00,1
2863,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,8,1.0,699.00,542.00,2
2864,Apartment,Entire home/apt,Real Bed,2,12,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,74,1.0,250.00,50.00,2
2865,Townhouse,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,2.0,3.0,304,2.0,48.00,10.00,2
2866,Apartment,Entire home/apt,Real Bed,3,1003,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,4.0,7,3.0,90.00,0.00,1
2867,Townhouse,Private room,Real Bed,1,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,25,1.5,15.00,11.00,1
2868,Townhouse,Private room,Real Bed,1,30,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,8,1.5,15.00,11.00,1
2869,Condominium,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,0.0,1.0,19,1.0,99.00,0.00,1
2870,Condominium,Private room,Real Bed,1,1125,moderate,2019-02-11 05:00:00,2019-02-11 05:00:00,1,1.0,1.0,2,1.0,201.00,0.00,1
2871,Condominium,Entire home/apt,Real Bed,30,36,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,0,1.0,65.00,0.00,2
2872,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,3.0,0,1.0,200.00,0.00,1
2873,Condominium,Entire home/apt,Real Bed,5,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,6,3.0,3.0,1,1.5,150.00,0.00,1
2874,Apartment,Entire home/apt,Real Bed,32,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,1,1.0,75.00,0.00,2
2875,Guesthouse,Entire home/apt,Real Bed,1,1125,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,4,0.0,2.0,22,1.0,53.00,20.00,2
2876,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,2.0,175,1.0,180.00,15.00,2
2877,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,6,2.0,5.0,4,2.0,246.00,20.00,5
2878,Apartment,Entire home/apt,Real Bed,2,21,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,31,1.0,80.00,0.00,1
2879,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,1.0,2,1.0,191.00,0.00,2
2880,Apartment,Private room,Real Bed,3,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,8,1.0,90.00,0.00,1
2881,Loft,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,1.0,2.0,3,1.0,70.00,0.00,1
2882,Condominium,Private room,Real Bed,1,5,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,353.00,0.00,1
2883,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,6,2.0,3.0,63,1.0,856.00,157.00,2
2884,Condominium,Entire home/apt,Real Bed,7,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,3,1.0,64.00,0.00,1
2885,Casa particular (Cuba),Entire home/apt,Real Bed,10,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,12,1.0,3.0,0,1.0,501.00,0.00,1
2886,Serviced apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,1.0,1.0,0,1.0,295.00,0.00,1
2887,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,1.0,20,1.0,119.00,0.00,1
2888,House,Private room,Real Bed,1,31,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,2,4.0,4.0,0,1.0,65.00,0.00,1
2889,Bungalow,Entire home/apt,Real Bed,5,28,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,8,3.0,4.0,3,2.5,500.00,0.00,1
2890,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,12,1.0,145.00,15.00,2
2891,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,10,1.0,23.00,13.00,1
2892,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,76,1.0,17.00,5.00,1
2893,Apartment,Private room,Real Bed,2,7,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,24,2.0,29.00,15.00,1
2894,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,1.0,2.0,41,1.0,135.00,0.00,1
2895,Townhouse,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,2.0,11,1.0,75.00,20.00,1
2896,Apartment,Entire home/apt,Real Bed,3,7,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,23.00,0.00,1
2897,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,6,2.0,3.0,60,1.0,151.00,30.00,4
2898,Apartment,Entire home/apt,Real Bed,2,89,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,2.0,0,1.0,1055.00,0.00,1
2899,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,0.0,1.0,25,1.0,179.00,0.00,1
2900,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,26,1.0,1900.00,0.00,1
2901,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,58,1.0,338.00,0.00,1
2902,Serviced apartment,Private room,Real Bed,3,30,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,69.00,26.00,1
2903,Townhouse,Entire home/apt,Real Bed,3,7,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,2.0,1.0,5,1.0,211.00,149.00,1
2904,Townhouse,Entire home/apt,Real Bed,4,15,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,5,3.0,4.0,1,2.0,199.00,0.00,1
2905,Apartment,Private room,Real Bed,29,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,0,1.0,290.00,0.00,1
2906,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,35,1.0,290.00,36.00,2
2907,House,Private room,Real Bed,1,2,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,0,1.0,4828.00,0.00,1
2908,Apartment,Entire home/apt,Real Bed,1,700,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,5,1.0,55.00,15.00,2
2909,Apartment,Entire home/apt,Real Bed,60,1095,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,3.0,3.0,0,1.0,80.00,0.00,1
2910,Guest suite,Entire home/apt,Real Bed,2,45,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,51,1.0,149.00,200.00,2
2911,Condominium,Entire home/apt,Real Bed,3,1125,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,0,2.0,489.00,35.00,2
2913,Apartment,Entire home/apt,Real Bed,2,360,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,22,1.0,683.00,0.00,1
2914,Apartment,Entire home/apt,Real Bed,2,1125,super_strict_30,2019-02-16 05:00:00,2019-02-16 05:00:00,5,2.0,3.0,0,2.0,115.00,0.00,1
2915,Apartment,Private room,Real Bed,2,90,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,17,1.0,129.00,0.00,1
2916,Hostel,Private room,Real Bed,2,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,59,1.0,322.00,0.00,1
2917,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,2.0,7,1.0,63.00,26.00,1
2918,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,2,0.0,1.0,22,1.0,100.00,50.00,2
2919,Guest suite,Entire home/apt,Real Bed,30,1124,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,1,1.0,950.00,25.00,2
2920,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,3,0.0,1.0,0,1.0,69.00,15.00,3
2921,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,2,1.0,1.0,0,1.0,60.00,0.00,1
2922,Apartment,Entire home/apt,Real Bed,1,33,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,40,1.0,75.00,10.00,2
2923,Apartment,Entire home/apt,Real Bed,1,60,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,8,2.0,4.0,7,2.0,300.00,0.00,4
2924,Apartment,Entire home/apt,Real Bed,4,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,6,2.0,4.0,4,2.0,206.00,53.00,4
2925,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,5,3.0,4.0,2,1.0,95.00,20.00,2
2926,Apartment,Entire home/apt,Real Bed,3,14,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,1,1.0,81.00,0.00,1
2927,Loft,Entire home/apt,Real Bed,1,90,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,3,1.0,1.0,4,1.0,200.00,0.00,1
2928,House,Entire home/apt,Real Bed,1,1125,super_strict_60,2019-03-06 05:00:00,2019-03-06 05:00:00,6,4.0,4.0,0,3.0,800.00,25.00,8
2929,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,0,1.0,227.00,0.00,1
2930,Serviced apartment,Private room,Real Bed,1,30,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,2.0,1.0,2,1.0,148.00,0.00,2
2932,Hostel,Private room,Real Bed,1,1125,super_strict_60,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,2.0,8,1.0,597.00,250.00,3
2933,Apartment,Private room,Real Bed,31,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,228.00,0.00,1
2934,Apartment,Entire home/apt,Real Bed,1,999,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,9,2.0,5.0,11,1.0,1178.00,200.00,7
2935,Aparthotel,Private room,Real Bed,1,30,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,8,1.0,142.00,0.00,1
2936,House,Entire home/apt,Real Bed,3,70,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,0,2.0,165.00,0.00,1
2937,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,6,3.0,5.0,33,1.0,151.00,20.00,4
2938,Loft,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,1,1.0,101.00,0.00,1
2939,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,6,2.0,2.0,9,1.0,285.00,0.00,1
2940,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,1.0,1,1.0,50.00,0.00,1
2941,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,2.0,35,1.0,187.00,40.00,2
2942,Casa particular (Cuba),Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,6,2.0,53.00,0.00,1
2943,Guest suite,Entire home/apt,Real Bed,2,40,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,8,4.0,6.0,0,4.0,300.00,0.00,1
2944,Loft,Entire home/apt,Real Bed,3,1125,moderate,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,1.0,4,1.0,130.00,20.00,2
2945,Apartment,Entire home/apt,Real Bed,2,180,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,2.0,12,1.0,50.00,7.00,2
2946,House,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,1.0,30,1.0,55.00,0.00,1
2947,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,3.0,41,1.0,110.00,0.00,1
2948,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,2,1.0,65.00,0.00,1
2949,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,6,2.0,2.0,8,2.0,259.00,0.00,1
2950,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,21,1.0,85.00,0.00,1
2951,Apartment,Entire home/apt,Real Bed,5,1125,flexible,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,0,2.0,600.00,0.00,1
2952,Guest suite,Private room,Real Bed,1,40,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,0,1.0,447.00,0.00,1
2953,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,0.0,2.0,75,1.0,160.00,30.00,2
2954,Apartment,Entire home/apt,Real Bed,5,1125,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,5,2.0,2.0,2,1.5,351.00,0.00,1
2955,Loft,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,0.0,1.0,2,1.0,110.00,100.00,2
2956,Apartment,Entire home/apt,Real Bed,4,35,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,298.00,0.00,1
2957,Bungalow,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,2,1.0,24.00,12.00,1
2958,House,Entire home/apt,Real Bed,1,30,flexible,2019-03-06 05:00:00,2019-03-06 05:00:00,12,4.0,8.0,4,2.0,79.00,0.00,1
2959,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,1.0,27,1.0,59.00,20.00,2
2960,Serviced apartment,Entire home/apt,Real Bed,5,1124,moderate,2019-02-18 05:00:00,2019-02-18 05:00:00,4,2.0,3.0,1,1.0,749.00,50.00,2
2961,Apartment,Private room,Real Bed,2,1125,moderate,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,11,1.0,80.00,0.00,1
2962,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,2,0.0,1.0,6,1.0,55.00,0.00,2
2963,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,7,1.0,91.00,7.00,2
2964,Apartment,Entire home/apt,Real Bed,1,365,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,8,4.0,6.0,1,2.0,190.00,35.00,6
2965,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,33,1.0,90.00,0.00,1
2966,Townhouse,Shared room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,4,1.0,2.0,5,2.0,46.00,20.00,1
2967,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,1,1.0,1.0,11,1.0,100.00,0.00,1
2968,Apartment,Entire home/apt,Real Bed,30,120,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,8,5.0,6.0,1,3.0,3399.00,0.00,1
2969,Hotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,11,1.0,353.00,0.00,1
2970,Apartment,Private room,Real Bed,2,1125,flexible,2019-02-18 05:00:00,2019-02-18 05:00:00,2,1.0,1.0,2,1.0,90.00,0.00,1
2971,House,Entire home/apt,Real Bed,2,20,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,10,4.0,6.0,0,3.5,165.00,0.00,1
2972,Apartment,Private room,Real Bed,3,60,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,2.0,4,1.0,35.00,0.00,1
2973,Guest suite,Private room,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,11,1.0,40.00,0.00,1
2974,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,3,1.0,2.0,1,1.0,612.00,0.00,1
2975,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,3,1.0,2.0,21,1.0,35.00,30.00,1
2976,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-11 04:00:00,2019-03-11 04:00:00,3,1.0,1.0,5,1.0,597.00,0.00,1
2977,House,Entire home/apt,Real Bed,1,1125,super_strict_30,2019-03-06 05:00:00,2019-03-06 05:00:00,2,1.0,2.0,0,2.0,285.00,0.00,1
2978,Apartment,Entire home/apt,Real Bed,5,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,0.0,1.0,58,1.0,119.00,0.00,1
2979,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-03-06 05:00:00,2019-03-06 05:00:00,4,1.0,2.0,24,1.0,102.00,0.00,1
2980,Apartment,Entire home/apt,Real Bed,3,90,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,9,1.0,150.00,0.00,1
2981,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11 04:00:00,2019-03-11 04:00:00,4,2.0,2.0,3,1.0,526.00,0.00,1
2982,Loft,Entire home/apt,Real Bed,1,1125,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,2,1.0,1.0,52,1.0,369.00,0.00,1
2983,House,Entire home/apt,Real Bed,2,30,flexible,2019-02-16 05:00:00,2019-02-16 05:00:00,6,3.0,4.0,23,2.0,70.00,15.00,6
2984,Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,13,1.0,55.00,10.00,1
2985,Apartment,Entire home/apt,Real Bed,5,1125,moderate,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,1,1.0,119.00,0.00,1
2986,Condominium,Entire home/apt,Real Bed,1,90,strict_14_with_grace_period,2019-02-11 05:00:00,2019-02-11 05:00:00,4,1.0,2.0,0,1.0,250.00,0.00,1
2987,Apartment,Private room,Real Bed,2,15,moderate,2019-03-11 04:00:00,2019-03-11 04:00:00,1,1.0,1.0,7,1.0,16.00,10.00,1
2988,Townhouse,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2019-03-07 05:00:00,2019-03-07 05:00:00,4,2.0,2.0,6,1.5,112.00,0.00,1
2989,Apartment,Private room,Real Bed,1,1,flexible,2019-03-08 05:00:00,2019-03-08 05:00:00,2,1.0,1.0,41,1.0,40.00,0.00,1
2990,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16 05:00:00,2019-02-16 05:00:00,3,1.0,1.0,37,1.0,50.00,10.00,2
2991,House,Private room,Real Bed,1,30,flexible,2019-02-11 05:00:00,2019-02-11 05:00:00,2,1.0,1.0,2,1.0,71.00,0.00,1
2992,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2019-02-18 05:00:00,2019-02-18 05:00:00,2,0.0,1.0,0,1.0,264.00,0.00,1
